timestamp,instrument,volume,open,high,low,close
2024-01-01 09:15:00,NIFTY,1000,21000.0,21001.11188011805,20998.426499003785,20998.745401188473
2024-01-01 09:16:00,NIFTY,1000,20998.745401188473,21000.32461400398,20994.53791166268,20995.305346391833
2024-01-01 09:17:00,NIFTY,1000,20995.305346391833,20995.886224525857,20989.986021527613,20990.51119133479
2024-01-01 09:18:00,NIFTY,1000,20990.51119133479,20990.75315360635,20985.431956188662,20987.345236433324
2024-01-01 09:19:00,NIFTY,1000,20987.345236433324,20988.161681514277,20985.140810622128,20986.664686619744
2024-01-01 09:20:00,NIFTY,1000,20986.664686619744,20987.572710695265,20981.64732152493,20983.059625226266
2024-01-01 09:21:00,NIFTY,1000,20983.059625226266,20983.68910018719,20982.022604601523,20982.62032506844
2024-01-01 09:22:00,NIFTY,1000,20982.62032506844,20983.3070521771,20982.50940247873,20982.762669452575
2024-01-01 09:23:00,NIFTY,1000,20982.762669452575,20984.438371821696,20981.815229631527,20983.83811797159
2024-01-01 09:24:00,NIFTY,1000,20983.83811797159,20984.43982458382,20977.962560927142,20979.814839111656
2024-01-01 09:25:00,NIFTY,1000,20979.814839111656,20980.348487915497,20976.029693597786,20976.035221460104
2024-01-01 09:26:00,NIFTY,1000,20976.035221460104,20980.95097039299,20974.814377810133,20980.128425480892
2024-01-01 09:27:00,NIFTY,1000,20980.128425480892,20982.906738522444,20977.051896517503,20978.245536241782
2024-01-01 09:28:00,NIFTY,1000,20978.245536241782,20978.98400282178,20974.92271251585,20975.09408079704
2024-01-01 09:29:00,NIFTY,1000,20975.09408079704,20976.103166139907,20969.395711604026,20970.97900581756
2024-01-01 09:30:00,NIFTY,1000,20970.97900581756,20975.61043684271,20969.92188359134,20975.14979807175
2024-01-01 09:31:00,NIFTY,1000,20975.14979807175,20980.527826453937,20975.01536918912,20979.39727414925
2024-01-01 09:32:00,NIFTY,1000,20979.39727414925,20988.49177199559,20978.78559786041,20987.814849995284
2024-01-01 09:33:00,NIFTY,1000,20987.814849995284,20990.441149726987,20986.92710153569,20989.85902693227
2024-01-01 09:34:00,NIFTY,1000,20989.85902693227,20998.530301799823,20989.549814556423,20997.6910842766
2024-01-01 09:35:00,NIFTY,1000,20997.6910842766,21008.104064973155,20996.591437300816,21006.59591168361
2024-01-01 09:36:00,NIFTY,1000,21006.59591168361,21010.2107134599,21005.399705059524,21009.104378485892
2024-01-01 09:37:00,NIFTY,1000,21009.104378485892,21017.776023331822,21008.80781710156,21016.941227912597
2024-01-01 09:38:00,NIFTY,1000,21016.941227912597,21023.080583338942,21016.296108157992,21022.718947313893
2024-01-01 09:39:00,NIFTY,1000,21022.718947313893,21032.300661955713,21022.3807660619,21030.80522770283
2024-01-01 09:40:00,NIFTY,1000,21030.80522770283,21039.375337577832,21029.983325198453,21036.755592473743
2024-01-01 09:41:00,NIFTY,1000,21036.755592473743,21040.377695946285,21035.713100856403,21038.958945487695
2024-01-01 09:42:00,NIFTY,1000,21038.958945487695,21045.247182904848,21038.60183291618,21045.02751101701
2024-01-01 09:43:00,NIFTY,1000,21045.02751101701,21051.099832729997,21044.28379973324,21050.310574401297
2024-01-01 09:44:00,NIFTY,1000,21050.310574401297,21053.734907282826,21049.808817357713,21052.92641367993
2024-01-01 09:45:00,NIFTY,1000,21052.92641367993,21062.865443230192,21051.768227027,21062.363994898667
2024-01-01 09:46:00,NIFTY,1000,21062.363994898667,21071.865439823938,21061.850727465553,21071.33567962017
2024-01-01 09:47:00,NIFTY,1000,21071.33567962017,21081.84801374164,21071.160126326216,21080.47615160809
2024-01-01 09:48:00,NIFTY,1000,21080.47615160809,21090.34693510136,21080.14848946149,21089.64488200748
2024-01-01 09:49:00,NIFTY,1000,21089.64488200748,21094.742096927956,21089.352929336656,21093.468363307817
2024-01-01 09:50:00,NIFTY,1000,21093.468363307817,21102.35932143051,21093.23377617444,21102.35420797387
2024-01-01 09:51:00,NIFTY,1000,21102.35420797387,21108.089012450637,21102.0650711174,21107.693495999058
2024-01-01 09:52:00,NIFTY,1000,21107.693495999058,21112.555703081955,21107.289445142243,21112.394417370288
2024-01-01 09:53:00,NIFTY,1000,21112.394417370288,21119.487799152703,21110.99045863163,21118.544742344235
2024-01-01 09:54:00,NIFTY,1000,21118.544742344235,21130.2377702213,21118.518228468787,21128.318999006
2024-01-01 09:55:00,NIFTY,1000,21128.318999006,21132.700070643572,21127.886389725452,21132.59772296102
2024-01-01 09:56:00,NIFTY,1000,21132.59772296102,21138.811516111633,21132.29617561869,21138.61915514685
2024-01-01 09:57:00,NIFTY,1000,21138.61915514685,21142.118135087767,21138.611774996905,21141.77831412358
2024-01-01 09:58:00,NIFTY,1000,21141.77831412358,21146.85757911019,21141.026381090895,21145.71475629567
2024-01-01 09:59:00,NIFTY,1000,21145.71475629567,21150.417684490963,21144.33074057674,21149.615856647615
2024-01-01 10:00:00,NIFTY,1000,21149.615856647615,21150.73193706379,21147.425401021806,21150.14507996999
2024-01-01 10:01:00,NIFTY,1000,21150.14507996999,21150.63851245219,21147.583076441864,21148.506239050206
2024-01-01 10:02:00,NIFTY,1000,21148.506239050206,21148.605890415292,21146.748837437688,21147.252313091805
2024-01-01 10:03:00,NIFTY,1000,21147.252313091805,21147.971714884912,21146.886773794973,21147.962570539177
2024-01-01 10:04:00,NIFTY,1000,21147.962570539177,21149.0248742529,21146.394961209327,21146.868553639964
2024-01-01 10:05:00,NIFTY,1000,21146.868553639964,21148.252852808335,21146.707616263106,21147.632304592375
2024-01-01 10:06:00,NIFTY,1000,21147.632304592375,21148.41555788471,21145.86032685275,21146.18238836896
2024-01-01 10:07:00,NIFTY,1000,21146.18238836896,21148.23790786784,21145.626266570423,21147.881162842074
2024-01-01 10:08:00,NIFTY,1000,21147.881162842074,21148.748558960815,21146.57402008779,21148.52109902621
2024-01-01 10:09:00,NIFTY,1000,21148.52109902621,21148.964192297462,21148.315232309113,21148.63970133963
2024-01-01 10:10:00,NIFTY,1000,21148.63970133963,21150.4884471657,21147.857878467858,21150.22856437145
2024-01-01 10:11:00,NIFTY,1000,21150.22856437145,21151.527961185715,21148.7175373796,21149.58468353565
2024-01-01 10:12:00,NIFTY,1000,21149.58468353565,21151.423617425804,21149.23823532615,21151.173124575456
2024-01-01 10:13:00,NIFTY,1000,21151.173124575456,21151.967539429577,21150.32572314288,21151.74125116007
2024-01-01 10:14:00,NIFTY,1000,21151.74125116007,21152.034323633372,21149.063687948514,21149.77803936654
2024-01-01 10:15:00,NIFTY,1000,21149.77803936654,21149.952872378533,21146.58143080957,21147.798285701927
2024-01-01 10:16:00,NIFTY,1000,21147.798285701927,21149.757169989894,21147.141732093292,21148.565866492696
2024-01-01 10:17:00,NIFTY,1000,21148.565866492696,21150.16576280275,21147.435438439577,21149.41458337809
2024-01-01 10:18:00,NIFTY,1000,21149.41458337809,21151.3639251278,21149.00180245115,21150.400548998557
2024-01-01 10:19:00,NIFTY,1000,21150.400548998557,21151.89864165774,21150.25468714613,21151.03100056776
2024-01-01 10:20:00,NIFTY,1000,21151.03100056776,21151.920514997382,21149.686053495032,21150.50186378
2024-01-01 10:21:00,NIFTY,1000,21150.50186378,21153.2725795472,21150.262269271803,21152.393905999008
2024-01-01 10:22:00,NIFTY,1000,21152.393905999008,21152.93146239488,21150.94037192185,21152.918460503
2024-01-01 10:23:00,NIFTY,1000,21152.918460503,21154.632481308687,21152.883930846903,21153.226076041505
2024-01-01 10:24:00,NIFTY,1000,21153.226076041505,21155.18677700061,21152.743603626262,21154.11588450255
2024-01-01 10:25:00,NIFTY,1000,21154.11588450255,21156.001851228844,21153.3755436846,21155.87771883996
2024-01-01 10:26:00,NIFTY,1000,21155.87771883996,21158.591131834204,21154.36287161527,21157.744338116136
2024-01-01 10:27:00,NIFTY,1000,21157.744338116136,21160.07493142141,21157.2313727985,21159.1488848022
2024-01-01 10:28:00,NIFTY,1000,21159.1488848022,21159.549270777887,21158.763567422473,21159.37608985203
2024-01-01 10:29:00,NIFTY,1000,21159.37608985203,21159.887288255337,21158.567152960644,21159.656334532392
2024-01-01 10:30:00,NIFTY,1000,21159.656334532392,21161.674758651257,21158.51336423456,21161.61654993281
2024-01-01 10:31:00,NIFTY,1000,21161.61654993281,21163.99848937818,21160.550351388712,21163.12604222052
2024-01-01 10:32:00,NIFTY,1000,21163.12604222052,21165.313647924424,21162.188217180603,21163.935978556467
2024-01-01 10:33:00,NIFTY,1000,21163.935978556467,21165.477872298252,21163.678771065486,21165.17342317838
2024-01-01 10:34:00,NIFTY,1000,21165.17342317838,21167.34143307491,21161.320691687728,21166.82638538861
2024-01-01 10:35:00,NIFTY,1000,21166.82638538861,21169.350447432444,21165.8381827781,21168.01956610447
2024-01-01 10:36:00,NIFTY,1000,21168.01956610447,21169.518006026858,21167.260596883974,21169.202736782216
2024-01-01 10:37:00,NIFTY,1000,21169.202736782216,21169.367759580324,21167.849139674945,21168.705068592775
2024-01-01 10:38:00,NIFTY,1000,21168.705068592775,21171.019727159448,21164.98157249537,21166.84883768796
2024-01-01 10:39:00,NIFTY,1000,21166.84883768796,21167.26336949335,21165.914803983935,21165.995002696476
2024-01-01 10:40:00,NIFTY,1000,21165.995002696476,21166.466934562264,21163.055444854504,21164.144395451473
2024-01-01 10:41:00,NIFTY,1000,21164.144395451473,21165.704775592607,21162.52408650201,21162.65263750208
2024-01-01 10:42:00,NIFTY,1000,21162.65263750208,21163.383004133797,21161.29946302249,21161.515921612063
2024-01-01 10:43:00,NIFTY,1000,21161.515921612063,21163.90495756946,21157.87923473842,21159.72264849674
2024-01-01 10:44:00,NIFTY,1000,21159.72264849674,21162.29751068939,21159.536194181972,21160.27236810273
2024-01-01 10:45:00,NIFTY,1000,21160.27236810273,21161.897611626024,21158.60323574364,21161.453112881805
2024-01-01 10:46:00,NIFTY,1000,21161.453112881805,21161.958100160784,21158.901183213005,21159.766938407178
2024-01-01 10:47:00,NIFTY,1000,21159.766938407178,21160.101185498326,21159.084903278323,21159.402750184832
2024-01-01 10:48:00,NIFTY,1000,21159.402750184832,21161.168204425114,21157.998740066527,21158.40372177749
2024-01-01 10:49:00,NIFTY,1000,21158.40372177749,21159.42180754982,21156.75237079101,21159.04451128436
2024-01-01 10:50:00,NIFTY,1000,21159.04451128436,21161.01076423525,21158.560277211494,21159.491394269295
2024-01-01 10:51:00,NIFTY,1000,21159.491394269295,21159.728786230506,21157.043279303427,21158.9152849839
2024-01-01 10:52:00,NIFTY,1000,21158.9152849839,21162.15655232397,21156.28223398517,21157.306621626503
2024-01-01 10:53:00,NIFTY,1000,21157.306621626503,21159.30158319806,21154.69923626455,21155.999429106145
2024-01-01 10:54:00,NIFTY,1000,21155.999429106145,21156.90287398505,21155.86868852886,21156.462829498352
2024-01-01 10:55:00,NIFTY,1000,21156.462829498352,21156.52133840066,21153.613283028408,21155.961279956857
2024-01-01 10:56:00,NIFTY,1000,21155.961279956857,21158.368747972658,21155.499176482594,21157.38723932161
2024-01-01 10:57:00,NIFTY,1000,21157.38723932161,21157.589696847444,21155.608617704096,21155.669514311212
2024-01-01 10:58:00,NIFTY,1000,21155.669514311212,21156.126133981557,21155.00738363669,21156.012616636304
2024-01-01 10:59:00,NIFTY,1000,21156.012616636304,21156.627750314077,21153.453978699516,21155.56529634113
2024-01-01 11:00:00,NIFTY,1000,21155.56529634113,21155.899548593432,21154.976979134644,21155.747763498395
2024-01-01 11:01:00,NIFTY,1000,21155.747763498395,21158.07895851974,21155.54016523711,21157.59252575369
2024-01-01 11:02:00,NIFTY,1000,21157.59252575369,21158.18189051063,21156.01882617785,21156.868428274865
2024-01-01 11:03:00,NIFTY,1000,21156.868428274865,21157.820439368712,21153.88853733789,21155.34108758535
2024-01-01 11:04:00,NIFTY,1000,21155.34108758535,21157.6638377583,21154.711458743423,21156.85097563946
2024-01-01 11:05:00,NIFTY,1000,21156.85097563946,21157.402712649924,21155.268985971816,21155.979113929745
2024-01-01 11:06:00,NIFTY,1000,21155.979113929745,21157.22735448078,21155.861786546437,21157.206452886818
2024-01-01 11:07:00,NIFTY,1000,21157.206452886818,21157.875655614997,21155.53258791224,21156.694525229985
2024-01-01 11:08:00,NIFTY,1000,21156.694525229985,21158.635235735623,21155.595748377997,21158.4175545324
2024-01-01 11:09:00,NIFTY,1000,21158.4175545324,21159.828954156335,21158.155931476427,21159.421038803564
2024-01-01 11:10:00,NIFTY,1000,21159.421038803564,21162.336729237435,21159.40003496193,21161.03125043028
2024-01-01 11:11:00,NIFTY,1000,21161.03125043028,21161.270475228153,21159.457474123337,21160.311448834404
2024-01-01 11:12:00,NIFTY,1000,21160.311448834404,21160.635615186893,21158.224656385955,21158.354799440323
2024-01-01 11:13:00,NIFTY,1000,21158.354799440323,21162.069545667913,21157.289572357775,21160.15722802807
2024-01-01 11:14:00,NIFTY,1000,21160.15722802807,21161.163245409574,21158.7368215032,21159.951010115987
2024-01-01 11:15:00,NIFTY,1000,21159.951010115987,21161.411762269818,21159.283954012517,21160.641083940296
2024-01-01 11:16:00,NIFTY,1000,21160.641083940296,21161.811803284323,21159.74382956881,21161.799556511476
2024-01-01 11:17:00,NIFTY,1000,21161.799556511476,21163.889574260105,21158.259360034976,21160.029791551544
2024-01-01 11:18:00,NIFTY,1000,21160.029791551544,21162.406105479367,21159.70840570989,21161.580608282577
2024-01-01 11:19:00,NIFTY,1000,21161.580608282577,21162.19444962405,21158.794694222688,21160.152575010787
2024-01-01 11:20:00,NIFTY,1000,21160.152575010787,21160.397541581897,21158.050122539906,21158.55706571528
2024-01-01 11:21:00,NIFTY,1000,21158.55706571528,21159.116174917897,21155.975576149303,21156.848117740738
